,date,newCasesBySpecimenDate,newAdmissions,casesshifted,ratio,average,0-64,65+,0-64admissions,65+admissions,0-64admissionsnew,65+admissionsnew,casesshifted0-64,ratio0-64,average0-64,casesshifted65+,ratio65+,average65+
108,2021-06-27,15044,226.0,9198.0,2.4570558817134156,2.9328465733532982,13701.0,385.0,151288.0,248805.0,163.0,63.0,30027.0,5.4284477303759955,6.995195283761849,886.0,71.10609480812641,81.23263010626673
109,2021-06-26,13180,223.0,9154.0,2.436093511033428,2.859676284226154,12029.0,325.0,151125.0,248742.0,162.0,59.0,27785.0,5.830484074140723,6.702072033534452,863.0,68.36616454229433,79.79121483423208
110,2021-06-25,14519,206.0,8868.0,2.322958953540821,2.77180478227704,13231.0,372.0,150963.0,248683.0,146.0,57.0,26551.0,5.498851267372227,6.619821092654543,820.0,69.51219512195122,76.20443925969121
111,2021-06-24,14710,194.0,8689.0,2.232708021636552,2.7699962789744146,13380.0,349.0,150817.0,248626.0,141.0,49.0,19256.0,7.322393020357291,6.510203629024962,583.0,84.04802744425385,77.05660114809474
112,2021-06-23,14400,214.0,5908.0,3.6222071767095465,2.7929140792579474,13148.0,318.0,150676.0,248577.0,154.0,58.0,18161.0,8.479709267110842,6.5911121885312465,593.0,97.80775716694772,77.86842056343843
113,2021-06-22,13217,182.0,5256.0,3.462709284627093,2.8233583991900457,12100.0,318.0,150522.0,248519.0,139.0,43.0,19622.0,7.0838854347161355,6.715097149107562,662.0,64.95468277945619,77.64153466769928
114,2021-06-21,12407,181.0,6337.0,2.8562411235600442,2.9025908256435287,11394.0,261.0,150383.0,248476.0,127.0,52.0,21425.0,5.927654609101516,6.859722265060727,622.0,83.60128617363344,80.2785460339658
115,2021-06-20,8006,171.0,6533.0,2.617480483698148,3.021060805098771,7338.0,180.0,150256.0,248424.0,127.0,44.0,21185.0,5.99480764691999,7.304693885777513,573.0,76.78883071553228,90.1640782914657
116,2021-06-19,6940,178.0,6719.0,2.6492037505581187,3.0519807390515017,6334.0,186.0,150129.0,248380.0,138.0,40.0,20602.0,6.698378798174935,7.554062402646552,599.0,66.7779632721202,99.92780528959406
117,2021-06-18,8505,185.0,6429.0,2.877585938715197,3.253088887139564,7741.0,244.0,149991.0,248340.0,136.0,49.0,20887.0,6.511227079044382,8.053680310949249,557.0,87.97127468581688,109.08174461603119
118,2021-06-17,9198,202.0,6597.0,3.061997877823253,3.4027368935136915,8436.0,212.0,149855.0,248291.0,143.0,59.0,13701.0,10.43719436537479,8.47742557392407,385.0,153.24675324675323,122.5173365625731
119,2021-06-16,9154,177.0,4611.0,3.8386467143786596,3.5658896327314933,8391.0,216.0,149712.0,248232.0,123.0,54.0,12029.0,10.225288885194114,9.098707127428089,325.0,166.15384615384616,134.45855481614936
120,2021-06-15,8868,188.0,3860.0,4.870466321243523,3.5853060864533477,8135.0,198.0,149589.0,248178.0,140.0,48.0,13231.0,10.581210792835009,9.263401537606168,372.0,129.03225806451613,143.78677030557694
121,2021-06-14,8689,185.0,4739.0,3.903777168178941,3.648984175785946,7909.0,233.0,149449.0,248130.0,119.0,62.0,13380.0,8.89387144992526,9.574481036356994,349.0,177.65042979942695,155.84998722238143
122,2021-06-13,5908,187.0,4974.0,3.7595496582227583,3.9673644360315934,5383.0,147.0,149330.0,248068.0,136.0,51.0,13148.0,10.34377852144813,10.555905864976697,318.0,160.37735849056602,161.73537167919446
123,2021-06-12,5256,137.0,4919.0,2.7851189266111,4.310081026888221,4794.0,149.0,149194.0,248017.0,95.0,42.0,12100.0,7.8512396694214885,11.6888622500455,318.0,132.0754716981132,171.0252216142057
124,2021-06-11,6337,144.0,4333.0,3.323332564043388,4.491493106309572,5707.0,219.0,149099.0,247975.0,99.0,45.0,11394.0,8.688783570300158,12.041176407549404,261.0,172.41379310344828,179.5241261998369
125,2021-06-10,6533,162.0,3062.0,5.290659699542783,4.5960288318543245,5934.0,171.0,149000.0,247930.0,127.0,35.0,7338.0,17.307168165712728,12.531782999170867,180.0,194.44444444444446,172.33956345220986
126,2021-06-09,6719,158.0,2533.0,6.23766285037505,4.642532830713407,6058.0,183.0,148873.0,247895.0,115.0,43.0,6334.0,18.15598358067572,12.637429430322078,186.0,231.1827956989247,167.94703075779034
