date,Overseas,UK,UK average,Overseas average,ratio,ratio average
2021-03-19,23,210,225.57142857142858,42.0,9.130434782608695,6.69942132370286
2021-03-20,27,270,226.57142857142858,36.57142857142857,10.0,6.701802276083813
2021-03-21,20,134,212.14285714285714,30.857142857142858,6.7,6.669972702148977
2021-03-22,27,146,207.85714285714286,29.857142857142858,5.407407407407407,6.584214324723932
2021-03-23,27,193,211.14285714285714,29.0,7.148148148148148,6.274742387801015
2021-03-24,40,193,202.57142857142858,29.714285714285715,4.825,6.060488848547476
2021-03-25,52,233,197.0,30.857142857142858,4.480769230769231,5.9955850023936295
2021-03-26,27,340,215.57142857142858,31.428571428571427,12.592592592592593,6.251316924792219
2021-03-27,16,210,207.0,29.857142857142858,13.125,6.529650258125552
2021-03-28,24,203,216.85714285714286,30.428571428571427,8.458333333333334,6.698301051776347
2021-03-29,30,221,227.57142857142858,30.857142857142858,7.366666666666666,6.8240947025699965
2021-03-30,23,153,221.85714285714286,30.285714285714285,6.6521739130434785,6.967612609270142
2021-03-31,27,123,211.85714285714286,28.428571428571427,4.555555555555555,6.922639064296597
2021-04-01,22,162,201.71428571428572,24.142857142857142,7.363636363636363,7.110448278891526
2021-04-02,25,187,179.85714285714286,23.857142857142858,7.48,6.999376850320097
