,Date,Evening Blend,Lunchtime
924,29/01/2024,166800,118964
925,30/01/2024,166399,118906
926,31/01/2024,166294,118932
927,01/02/2024,166119,118924
928,02/02/2024,165998,119082
929,03/02/2024,165907,119206
930,04/02/2024,165884,119328
931,05/02/2024,165878,119290
932,06/02/2024,165663,119348
933,07/02/2024,165577,119452
934,08/02/2024,165452,119604
935,09/02/2024,165354,119714
936,10/02/2024,165262,119867
937,11/02/2024,165238,120039
938,12/02/2024,165270,119706
939,13/02/2024,164668,119829
940,14/02/2024,164574,119842
941,15/02/2024,164470,120018
942,16/02/2024,164394,120228
943,17/02/2024,164223,120444
944,18/02/2024,164210,120631
945,19/02/2024,164236,120611
946,20/02/2024,164088,120776
947,21/02/2024,164019,120989
948,22/02/2024,163895,121427
949,23/02/2024,163783,121599
950,24/02/2024,163683,121784
951,25/02/2024,163683,122012
952,26/02/2024,163675,122191
953,27/02/2024,163520,122441
954,28/02/2024,163391,122596
955,29/02/2024,163282,122754
956,01/03/2024,163198,122892
957,02/03/2024,163089,123059
958,03/03/2024,163077,123233
959,04/03/2024,163093,123327
960,05/03/2024,163031,123505
961,06/03/2024,162994,123613
962,07/03/2024,162947,123963
963,08/03/2024,162938,124290
964,09/03/2024,162872,124490
965,10/03/2024,162901,124721
966,11/03/2024,162943,124728
967,12/03/2024,162848,124863
968,13/03/2024,162831,124946
969,14/03/2024,162751,125133
970,15/03/2024,162703,125300
971,16/03/2024,162624,125471
972,17/03/2024,162617,125664
973,18/03/2024,162762,125880
974,19/03/2024,162688,126000
975,20/03/2024,162594,126097
976,21/03/2024,162511,126138
977,22/03/2024,162441,126245
978,23/03/2024,162368,126384
979,24/03/2024,162365,126573
980,25/03/2024,162358,126644
981,26/03/2024,162268,126768
982,27/03/2024,162202,126872
983,28/03/2024,162278,127042
984,29/03/2024,162093,127188
985,30/03/2024,162027,127221
986,31/03/2024,162013,127279
987,01/04/2024,162024,127350
988,02/04/2024,161832,126959
989,03/04/2024,161794,127073
990,04/04/2024,161737,127136
991,05/04/2024,161591,127121
992,06/04/2024,161544,127158
993,07/04/2024,161539,127227
994,08/04/2024,161556,127168
995,09/04/2024,161470,127147
996,10/04/2024,161401,127152
997,11/04/2024,161284,127129
998,12/04/2024,161216,127156
999,13/04/2024,161187,127267
1000,14/04/2024,161185,127345
1001,15/04/2024,161186,126730
1002,16/04/2024,160555,126743
1003,17/04/2024,160446,126722
1004,18/04/2024,160418,126830
1005,19/04/2024,160363,126853
1006,20/04/2024,160330,126935
1007,21/04/2024,160333,127011
1008,22/04/2024,160329,126971
1009,23/04/2024,160252,126978
1010,24/04/2024,160209,126989
1011,25/04/2024,160166,126995
1012,26/04/2024,160125,127068
1013,27/04/2024,160064,127122
1014,28/04/2024,160070,127184
1015,29/04/2024,160072,127149
1016,30/04/2024,160045,127186
1017,01/05/2024,159725,127160
1018,02/05/2024,159685,127160
1019,03/05/2024,159585,127199
1020,04/05/2024,159549,127228
1021,05/05/2024,159556,127288
1022,06/05/2024,159574,127367
1023,07/05/2024,159486,127326
1024,08/05/2024,159494,127412
1025,09/05/2024,159482,127499
1026,10/05/2024,159444,127513
1027,11/05/2024,159404,127579
1028,12/05/2024,159407,127661
1029,13/05/2024,159454,127730
1030,14/05/2024,159378,127744
1031,15/05/2024,159293,127765
1032,16/05/2024,159227,127733
1033,17/05/2024,159182,127749
1034,18/05/2024,159115,127761
1035,19/05/2024,159109,127805
1036,20/05/2024,159102,127591
1037,21/05/2024,158827,127569
1038,22/05/2024,158757,127523
1039,23/05/2024,158754,127584
1040,24/05/2024,158728,127658
1041,25/05/2024,158695,127737
1042,26/05/2024,158696,127839
1043,27/05/2024,158688,128036
1044,28/05/2024,158679,128056
1045,29/05/2024,158617,128085
1046,30/05/2024,158552,128149
1047,31/05/2024,158485,128169
1048,01/06/2024,158464,128246
1049,02/06/2024,158472,128343
1050,03/06/2024,158466,128291
1051,04/06/2024,158390,128318
1052,05/06/2024,158302,128297
1053,06/06/2024,158284,128370
1054,07/06/2024,158242,128452
1055,08/06/2024,158210,128541
1056,09/06/2024,158232,128624
1057,10/06/2024,158241,128615
1058,11/06/2024,158215,128637
1059,12/06/2024,158183,128679
1060,13/06/2024,158133,128722
1061,14/06/2024,158088,128786
1062,15/06/2024,158073,128861
1063,16/06/2024,158109,128943
1064,17/06/2024,158068,128922
1065,18/06/2024,158015,128944
1066,19/06/2024,157969,128954
1067,20/06/2024,157880,128939
1068,21/06/2024,157811,128964
1069,22/06/2024,157785,129014
1070,23/06/2024,157803,129080
1071,24/06/2024,157770,129062
1072,25/06/2024,157712,129064
1073,26/06/2024,157663,129014
1074,27/06/2024,157604,129085
1075,28/06/2024,157565,129154
1076,29/06/2024,157521,129197
1077,30/06/2024,157530,129259
1078,01/07/2024,157493,129222
1079,02/07/2024,157465,129246
1080,03/07/2024,157432,129288
1081,04/07/2024,157388,129311
1082,05/07/2024,157361,129367
1083,06/07/2024,157318,129427
1084,07/07/2024,157280,129520
1085,08/07/2024,157259,129529
1086,09/07/2024,157201,129539
1087,10/07/2024,157127,129505
1088,11/07/2024,157087,129516
1089,12/07/2024,157031,129521
1090,13/07/2024,157000,129566
1091,14/07/2024,157015,129621
1092,15/07/2024,156962,129596
1093,16/07/2024,156932,129612
1094,17/07/2024,156902,129629
1095,18/07/2024,156645,129432
1096,19/07/2024,156609,129444
1097,20/07/2024,156577,129488
1098,21/07/2024,156576,129528
1099,22/07/2024,156578,129509
1100,23/07/2024,156515,129505
1101,24/07/2024,156488,129482
1102,25/07/2024,156417,129493
1103,26/07/2024,156385,129515
1104,27/07/2024,156354,129542
1105,28/07/2024,156343,129593
1106,29/07/2024,156237,129550
1107,30/07/2024,156201,129616
1108,31/07/2024,156151,129442
1109,01/08/2024,155903,129466
1110,02/08/2024,155604,129486
1111,03/08/2024,155561,129489
1112,04/08/2024,155560,129543
1113,05/08/2024,155364,129472
1114,06/08/2024,155340,129483
1115,07/08/2024,155142,129475
1116,08/08/2024,155081,129568
1117,09/08/2024,155026,129628
1118,10/08/2024,154984,129682
1119,11/08/2024,154973,129741
1120,12/08/2024,154952,129733
1121,13/08/2024,154931,129835
1122,14/08/2024,154853,129854
1123,15/08/2024,154792,129896
1124,16/08/2024,154707,129950
1125,17/08/2024,154642,129978
1126,18/08/2024,154649,130041
1127,19/08/2024,154613,130031
1128,20/08/2024,154578,130076
1129,21/08/2024,154493,130061
1130,22/08/2024,154437,130081
1131,23/08/2024,154382,130104
1132,24/08/2024,154315,130139
1133,25/08/2024,154311,130200
1134,26/08/2024,154261,130255
1135,27/08/2024,154193,130239
1136,28/08/2024,154105,130243
1137,29/08/2024,154034,130210
1138,30/08/2024,153982,130220
1139,31/08/2024,153912,130236
1140,01/09/2024,153896,130291
1141,02/09/2024,153829,130255
1142,03/09/2024,153773,130245
1143,04/09/2024,153709,130186
1144,05/09/2024,153589,130215
1145,06/09/2024,153539,130262
1146,07/09/2024,153509,130344
1147,08/09/2024,153514,130423
1148,09/09/2024,153471,130359
1149,10/09/2024,153418,130359
1150,11/09/2024,153295,130382
1151,12/09/2024,153226,130329
1152,13/09/2024,153183,130355
1153,14/09/2024,153169,130418
1154,15/09/2024,153171,130492
1155,16/09/2024,153154,130480
1156,17/09/2024,153111,130480
1157,18/09/2024,153073,130467
1158,19/09/2024,152978,130475
1159,20/09/2024,152953,130501
1160,21/09/2024,152915,130534
1161,22/09/2024,152900,130589
1162,23/09/2024,152846,130566
1163,24/09/2024,152795,130584
1164,25/09/2024,149638,130594
1165,26/09/2024,149570,130600
1166,27/09/2024,149490,130628
1167,28/09/2024,149670,130920
1168,29/09/2024,149842,131171
1169,30/09/2024,149794,131125
1170,01/10/2024,149742,131115
1171,02/10/2024,149683,131075
1172,03/10/2024,149625,131110
1173,04/10/2024,149574,131109
1174,05/10/2024,149551,131182
1175,06/10/2024,149552,131275
1176,07/10/2024,149557,131245
1177,08/10/2024,149493,131224
1178,09/10/2024,149362,131163
1179,10/10/2024,149311,131139
1180,11/10/2024,149115,131083
1181,12/10/2024,149033,131122
1182,13/10/2024,149023,131159
1183,14/10/2024,149013,131085
1184,15/10/2024,148822,131017
1185,16/10/2024,148731,130989
1186,17/10/2024,148735,130994
1187,18/10/2024,148698,131010
1188,19/10/2024,148653,131049
1189,20/10/2024,148704,131153
1190,21/10/2024,148727,131149
1191,22/10/2024,148679,131171
1192,23/10/2024,148609,131168
1193,24/10/2024,148493,131175
1194,25/10/2024,148444,131227
1195,26/10/2024,148409,131297
1196,27/10/2024,148406,131356
1197,28/10/2024,148393,131312
1198,29/10/2024,148363,131285
1199,30/10/2024,148535,131251
1200,31/10/2024,148731,131271
1201,01/11/2024,148908,131273
1202,02/11/2024,149030,131350
1203,03/11/2024,149151,131431
1204,04/11/2024,149348,131369
1205,05/11/2024,149398,131373
1206,06/11/2024,149365,131416
1207,07/11/2024,149676,131493
1208,08/11/2024,149993,131544
1209,09/11/2024,150138,131617
1210,10/11/2024,150345,131689
1211,11/11/2024,150569,131659
1212,12/11/2024,150772,131670
1213,13/11/2024,150951,131676
1214,14/11/2024,151283,131720
1215,15/11/2024,151455,131683
1216,16/11/2024,151588,131792
1217,17/11/2024,151783,131906
1218,18/11/2024,152090,131792
1219,19/11/2024,152128,131785
1220,20/11/2024,152215,131779
1221,21/11/2024,152399,131864
1222,22/11/2024,152577,131987
1223,23/11/2024,152689,132082
1224,24/11/2024,152880,132152
1225,25/11/2024,153151,132176
1226,26/11/2024,153276,132257
1227,27/11/2024,153278,132304
1228,28/11/2024,153175,132364
1229,29/11/2024,153007,132413
1230,30/11/2024,152956,132527
1231,01/12/2024,152975,132613
1232,02/12/2024,152975,132602
1233,03/12/2024,152860,132606
1234,04/12/2024,152776,132598
1235,05/12/2024,152696,132669
1236,06/12/2024,152707,132713
1237,07/12/2024,152788,132762
1238,08/12/2024,152945,132837
1239,09/12/2024,153237,132853
1240,10/12/2024,153229,132857
1241,11/12/2024,153274,132848
1242,12/12/2024,153373,132858
1243,13/12/2024,153428,132855
1244,14/12/2024,153469,132898
1245,15/12/2024,153586,132960
1246,16/12/2024,153695,132915
1247,17/12/2024,153742,132899
1248,18/12/2024,153812,132858
1249,19/12/2024,153869,132851
1250,20/12/2024,153856,132829
1251,21/12/2024,153909,132834
1252,22/12/2024,154040,132877
1253,23/12/2024,154170,132934
1254,24/12/2024,154118,132993
1255,25/12/2024,154138,133033
1256,26/12/2024,154197,133079
1257,27/12/2024,154283,133132
1258,28/12/2024,154254,133199
1259,29/12/2024,154408,133275
1260,30/12/2024,154584,133364
1261,31/12/2024,154659,133449
1262,01/01/2025,154729,133533
1263,02/01/2025,154823,133597
1264,03/01/2025,154804,133676
1265,04/01/2025,154811,133739
1266,05/01/2025,154956,133813
1267,06/01/2025,155131,133685
1268,07/01/2025,155181,133681
1269,08/01/2025,155277,133653
1270,09/01/2025,155362,133688
1271,10/01/2025,155454,133674
1272,11/01/2025,155515,133749
1273,12/01/2025,155897,133857
1274,13/01/2025,156156,133824
1275,14/01/2025,156198,133812
1276,15/01/2025,156316,133801
1277,16/01/2025,156332,133776
1278,17/01/2025,156428,133785
1279,18/01/2025,156491,133833
1280,19/01/2025,156665,133900
1281,20/01/2025,156814,133841
1282,21/01/2025,156858,133848
1283,22/01/2025,156935,133833
1284,23/01/2025,156996,133783
1285,24/01/2025,157068,133780
1286,25/01/2025,157129,133820
1287,26/01/2025,157263,133899
1288,27/01/2025,157413,133859
1289,28/01/2025,157570,133856
1290,29/01/2025,157690,133827
1291,30/01/2025,157754,133845
1292,31/01/2025,157803,133877
1293,01/02/2025,157838,133903
1294,02/02/2025,157957,133946
1295,03/02/2025,158069,133875
1296,04/02/2025,158036,133885
1297,05/02/2025,158087,133882
1298,06/02/2025,158206,133900
1299,07/02/2025,158264,133933
1300,08/02/2025,158451,134109
1301,09/02/2025,158591,134159
1302,10/02/2025,158737,134132
1303,11/02/2025,158811,134117
1304,12/02/2025,158894,134096
1305,13/02/2025,158958,134096
1306,14/02/2025,159071,134109
1307,15/02/2025,159617,134208
1308,16/02/2025,159912,134298
1309,17/02/2025,160206,134289
1310,18/02/2025,160361,134376
1311,19/02/2025,160456,134363
1312,20/02/2025,160440,134569
1313,21/02/2025,160348,135021
1314,22/02/2025,160283,135354
1315,23/02/2025,160279,135659
1316,24/02/2025,160329,135910
1317,25/02/2025,160189,136366
1318,26/02/2025,160130,136665
1319,27/02/2025,160020,136898
1320,28/02/2025,160407,136835
1321,01/03/2025,160939,136824
1322,02/03/2025,161374,136824
1323,03/03/2025,161808,136721
1324,04/03/2025,162134,136728
1325,05/03/2025,162662,136722
1326,06/03/2025,163262,136840
1327,07/03/2025,163609,136805
1328,08/03/2025,163821,136793
1329,09/03/2025,164122,136793
1330,10/03/2025,164473,136677
1331,11/03/2025,164703,136636
1332,12/03/2025,165165,136657
1333,13/03/2025,165538,136629
1334,14/03/2025,165966,136576
1335,15/03/2025,166360,136558
1336,16/03/2025,166816,136557
1337,17/03/2025,167332,136498
1338,18/03/2025,167863,136537
1339,19/03/2025,168376,136551
1340,20/03/2025,168853,136543
1341,21/03/2025,169126,136490
1342,22/03/2025,169449,136467
1343,23/03/2025,169943,136490
1344,24/03/2025,170338,136451
1345,25/03/2025,170401,136400
1346,26/03/2025,170478,136345
1347,27/03/2025,170636,136285
1348,28/03/2025,170819,136369
1349,29/03/2025,170947,136351
1350,30/03/2025,171211,136343
1351,31/03/2025,171684,136283
1352,01/04/2025,171853,136228
1353,02/04/2025,172366,136188
1354,03/04/2025,172715,136068
1355,04/04/2025,172888,136022
1356,05/04/2025,173041,136015
1357,06/04/2025,173282,136013
1358,07/04/2025,173581,135940
1359,08/04/2025,173621,135877
1360,09/04/2025,173868,135823
1361,10/04/2025,174017,135773
1362,11/04/2025,174018,135731
1363,12/04/2025,174157,135705
1364,13/04/2025,174376,135707
1365,14/04/2025,174452,135640
1366,15/04/2025,174683,135589
1367,16/04/2025,174955,135550
1368,17/04/2025,175083,135525
1369,18/04/2025,175176,135532
1370,19/04/2025,175638,135560
1371,20/04/2025,176157,135608
1372,21/04/2025,176584,135655
1373,22/04/2025,177093,135607
1374,23/04/2025,177286,135559
1375,24/04/2025,177544,135526
1376,25/04/2025,177636,135441
1377,26/04/2025,177607,135442
1378,27/04/2025,177689,135434
1379,28/04/2025,177688,135400
1380,29/04/2025,177661,135372
1381,30/04/2025,177630,135345
1382,01/05/2025,177564,135299
1383,02/05/2025,177511,135269
1384,03/05/2025,177555,135271
1385,04/05/2025,177823,135312
1386,05/05/2025,178094,135339
1387,06/05/2025,178416,135292
1388,07/05/2025,178791,135279
1389,08/05/2025,179029,135250
1390,09/05/2025,179086,135225
1391,10/05/2025,179425,135231
1392,11/05/2025,179876,135258
1393,12/05/2025,180245,135151
1394,13/05/2025,180412,135101
1395,14/05/2025,180589,135039
1396,15/05/2025,180672,135001
1397,16/05/2025,180892,134971
1398,17/05/2025,181087,134963
1399,18/05/2025,181378,134967
1400,19/05/2025,181740,134871
1401,20/05/2025,182187,134812
1402,21/05/2025,182507,134640
1403,22/05/2025,182496,134554
1404,23/05/2025,182843,133535
1405,24/05/2025,183151,133506
1406,25/05/2025,183586,133491
1407,26/05/2025,184083,133487
1408,27/05/2025,184450,133065
1409,28/05/2025,183638,132994
1410,29/05/2025,183639,132939
1411,30/05/2025,183550,132845
1412,31/05/2025,183753,132826
1413,01/06/2025,184072,132806
1414,02/06/2025,184277,132757
1415,03/06/2025,184609,132683
1416,04/06/2025,184768,132626
1417,05/06/2025,184069,131804
1418,06/06/2025,185101,131911
1419,07/06/2025,185321,131893
1420,08/06/2025,185625,131891
1421,09/06/2025,186057,131850
1422,10/06/2025,186046,131798
1423,11/06/2025,186215,131734
1424,12/06/2025,186141,131683
1425,13/06/2025,186295,131643
1426,14/06/2025,186409,131724
1427,15/06/2025,186413,131722
1428,16/06/2025,186235,131662
1429,17/06/2025,186087,131620
1430,18/06/2025,185886,131555
1431,19/06/2025,185743,131525
1432,20/06/2025,185651,131493
1433,21/06/2025,185569,131475
1434,22/06/2025,185555,131488
1435,23/06/2025,185441,131444
1436,24/06/2025,185291,131420
1437,25/06/2025,185105,131377
1438,26/06/2025,184946,131311
1439,27/06/2025,184785,131255
1440,28/06/2025,184702,131248
1441,29/06/2025,184674,131244
1442,30/06/2025,184536,131188
1443,01/07/2025,184384,131125
1444,02/07/2025,184324,131082
1445,03/07/2025,184141,131046
1446,04/07/2025,184049,131024
1447,05/07/2025,183989,131018
1448,06/07/2025,183978,131013
1449,07/07/2025,183881,130786
1450,08/07/2025,183753,130624
1451,09/07/2025,183591,130541
1452,10/07/2025,183458,130465
1453,11/07/2025,183307,130419
1454,12/07/2025,183230,130406
1455,13/07/2025,183210,130406
1456,14/07/2025,183068,130294
1457,15/07/2025,182948,130227
1458,16/07/2025,182828,130165
1459,17/07/2025,182702,130091
1460,18/07/2025,182561,130062
1461,19/07/2025,182511,130065
1462,20/07/2025,182481,130056
1463,21/07/2025,182371,129990
1464,22/07/2025,182228,129934
1465,23/07/2025,182064,129886
1466,24/07/2025,181942,129821
1467,25/07/2025,181843,129793
1468,26/07/2025,181793,129780
1469,27/07/2025,181765,129785
1470,28/07/2025,181695,129715
1471,29/07/2025,181544,129656
1472,30/07/2025,181400,129623
1473,31/07/2025,181252,129542
1474,01/08/2025,181149,129468
1475,02/08/2025,181084,129455
1476,03/08/2025,181052,129449
1477,04/08/2025,180893,129385
1478,05/08/2025,180755,129330
1479,06/08/2025,180635,129224
1480,07/08/2025,180539,129185
1481,08/08/2025,180444,129136
1482,09/08/2025,180380,129115
1483,10/08/2025,180360,129118
1484,11/08/2025,180275,129045
1485,12/08/2025,180155,128991
1486,13/08/2025,180051,128827
1487,14/08/2025,179842,128786
1488,15/08/2025,179748,128755
1489,16/08/2025,179682,128743
1490,17/08/2025,179663,128739
1491,18/08/2025,179567,128683
1492,19/08/2025,179459,128639
1493,20/08/2025,179333,128568
1494,21/08/2025,179222,128519
1495,22/08/2025,179111,128478
1496,23/08/2025,179035,128474
1497,24/08/2025,179007,128462
1498,25/08/2025,178984,128451
1499,26/08/2025,178887,128379
1500,27/08/2025,178781,128339
1501,28/08/2025,178671,128271
1502,29/08/2025,178573,128223
1503,30/08/2025,178520,128220
1504,31/08/2025,178494,128227
1505,01/09/2025,178402,128144
1506,02/09/2025,178295,128099
1507,03/09/2025,178188,128074
1508,04/09/2025,178066,128056
1509,05/09/2025,177955,128015
1510,06/09/2025,177920,128003
1511,07/09/2025,177911,127998
1512,08/09/2025,177802,133504
1513,09/09/2025,177702,133402
1514,10/09/2025,177592,133290
1515,11/09/2025,177506,133249
1516,12/09/2025,177429,133186
1517,13/09/2025,177379,133188
1518,14/09/2025,177354,133180
1519,15/09/2025,177304,133116
1520,16/09/2025,177227,133067
1521,17/09/2025,177154,132997
1522,18/09/2025,177070,132947
1523,19/09/2025,177020,132925
1524,20/09/2025,176979,132925
1525,21/09/2025,176954,132912
1526,22/09/2025,176754,132706
1527,23/09/2025,176668,132637
1528,24/09/2025,176548,132571
1529,25/09/2025,176464,132534
1530,26/09/2025,176394,132490
1531,27/09/2025,176370,132498
1532,28/09/2025,176361,132500
1533,29/09/2025,176195,132420
1534,30/09/2025,176027,132380
1535,01/10/2025,175947,132320
1536,02/10/2025,176366,132280
1537,03/10/2025,176450,132234
1538,04/10/2025,176432,132231
1539,05/10/2025,176452,132225
1540,06/10/2025,176432,132152
1541,07/10/2025,176409,132098
1542,08/10/2025,176541,132042
1543,09/10/2025,176645,132002
1544,10/10/2025,176671,131953
1545,11/10/2025,176711,131949
1546,12/10/2025,176823,131942
1547,13/10/2025,176789,131868
1548,14/10/2025,176815,131819
1549,15/10/2025,177080,131737
1550,16/10/2025,177171,131693
1551,17/10/2025,177023,131635
1552,18/10/2025,176949,131625
1553,19/10/2025,176933,131625
1554,20/10/2025,176797,131581
1555,21/10/2025,176723,131532
1556,22/10/2025,176618,131482
1557,23/10/2025,176549,131412
1558,24/10/2025,176410,131386
1559,25/10/2025,176365,131374
1560,26/10/2025,176358,131367
1561,27/10/2025,176343,131313
1562,28/10/2025,176228,131276
1563,29/10/2025,176096,131219
1564,30/10/2025,176048,131188
1565,31/10/2025,175900,131116
1566,01/11/2025,175841,131103
1567,02/11/2025,175828,131099
1568,03/11/2025,175821,130991
1569,04/11/2025,175507,130856
1570,05/11/2025,175181,130692
1571,06/11/2025,174968,130573
1572,07/11/2025,174741,130462
1573,08/11/2025,174570,130450
1574,09/11/2025,174553,130437
1575,10/11/2025,174514,130364
1576,11/11/2025,174307,130291
1577,12/11/2025,174147,130180
1578,13/11/2025,173987,130088
1579,14/11/2025,173861,130003
1580,15/11/2025,173731,129977
1581,16/11/2025,173709,129969
1582,17/11/2025,173684,129855
1583,18/11/2025,173462,129753
1584,19/11/2025,175724,135454
1585,20/11/2025,175568,135363
1586,21/11/2025,175357,135262
1587,22/11/2025,175241,135234
1588,23/11/2025,175223,135229
1589,24/11/2025,175187,135121
1590,25/11/2025,174981,135021
1591,26/11/2025,174854,134941
1592,27/11/2025,174760,134879
1593,28/11/2025,174627,134797
1594,29/11/2025,174466,134769
1595,30/11/2025,174453,134755
1596,01/12/2025,174437,134638
1597,02/12/2025,174226,134539
1598,03/12/2025,174040,134412
1599,04/12/2025,173867,134296
1600,05/12/2025,173710,134198
1601,06/12/2025,173619,134177
1602,07/12/2025,173602,134165
1603,08/12/2025,173577,134002
1604,09/12/2025,173328,133919
1605,10/12/2025,173194,133823
1606,11/12/2025,173095,133742
1607,12/12/2025,172969,133666
1608,13/12/2025,172844,133631
1609,14/12/2025,172833,133622
1610,15/12/2025,172796,133557
1611,16/12/2025,172660,133474
1612,17/12/2025,172548,133394
1613,18/12/2025,172425,133325
1614,19/12/2025,172279,133251
1615,20/12/2025,172186,133228
1616,21/12/2025,172155,133216
1617,22/12/2025,172138,133136
1618,23/12/2025,172006,133052
1619,24/12/2025,171908,133029
1620,25/12/2025,171890,133023
1621,26/12/2025,171875,133018
1622,27/12/2025,171867,133013
1623,28/12/2025,171854,133010
1624,29/12/2025,171831,132909
1625,30/12/2025,171811,132802
1626,31/12/2025,171795,132686
1627,01/01/2026,171790,132599
1628,02/01/2026,171726,132515
1629,03/01/2026,171707,132481
1630,04/01/2026,171695,132466
1631,05/01/2026,171679,132363
1632,06/01/2026,171440,132277
1633,07/01/2026,171303,132153
1634,08/01/2026,171180,132070
1635,09/01/2026,171052,131981
