date,unique page views,ga:users,pageviews per subscriber,average
2021-06-05,44545,14972,2.975220411434678,3.34880769479615
2021-06-06,42072,13788,3.051348999129678,3.3440658682403637
2021-06-07,58625,17297,3.389316066369891,3.372374930759683
2021-06-08,64171,17646,3.636574861158336,3.3885654475664526
2021-06-09,56306,17426,3.2311488580282335,3.360057969082693
2021-06-10,81715,19401,4.211896294005464,3.3835952645512797
2021-06-11,57920,17213,3.364898623133678,3.4086291590371367
2021-06-12,53443,15407,3.4687479717011747,3.4791330962180647
2021-06-13,44762,13899,3.2205194618317865,3.5033003051755087
2021-06-14,68626,17662,3.8855169290001133,3.574186142694112
2021-06-15,59758,17058,3.503224293586587,3.5551360616124335
2021-06-16,66280,18142,3.6534009480762872,3.615457788762156
2021-06-17,80706,19280,4.185995850622406,3.611757725421719
2021-06-18,69119,17042,4.055803309470719,3.7104583948984393
2021-06-19,53427,15454,3.457163193995082,3.7088034266547116
2021-06-20,45307,14091,3.215314739904904,3.708059894950871
2021-06-21,67535,17631,3.8304690601780953,3.700195913690583
2021-06-22,67390,34930,1.9292871457200114,3.475347749709644
2021-06-23,66823,18462,3.6194886794496806,3.470503139905843
